id,order_id,order_date,customer_id,product_name,category_name,quantity,unit_price,line_total
13883,3929,2023-05-10T20:40:04,107,Relación Essential,Accesorios,2,559.72,1119.44
14442,4086,2023-05-10T21:29:40,16,Entrar X,Altavoces,2,1765.27,3530.54
14443,4086,2023-05-10T21:29:40,16,Investigación X,Accesorios,1,1000.35,1000.35
14444,4086,2023-05-10T21:29:40,16,Lucha Plus,Ratones,1,706.41,706.41
4476,1268,2023-05-11T08:19:48,107,Busca Ultra,Portátiles,3,1873.93,5621.79
4477,1268,2023-05-11T08:19:48,107,Trabajo Elite,Impresoras,3,129.85,389.54999999999995
1652,478,2023-05-11T10:37:56,185,Unión Air,Software,2,650.99,1301.98
1653,478,2023-05-11T10:37:56,185,Propio Pro,Tablets,3,270.44,811.3199999999999
1654,478,2023-05-11T10:37:56,185,Artículo Lite,Accesorios,2,1803.4,3606.8
1655,478,2023-05-11T10:37:56,185,Algunos Air,Redes,3,566.67,1700.0099999999998
1656,478,2023-05-11T10:37:56,185,Cinco Air,Tablets,3,39.36,118.08
6563,1854,2023-05-11T12:47:47,69,Peso Plus,Cámaras,3,185.37,556.11
18428,5215,2023-05-11T14:14:10,212,Fuentes Lite,Impresoras,2,1152.38,2304.76
18429,5215,2023-05-11T14:14:10,212,Pedro Plus,Almacenamiento,1,1716.88,1716.88
18430,5215,2023-05-11T14:14:10,212,Defensa Elite,Accesorios,1,1413.39,1413.39
18431,5215,2023-05-11T14:14:10,212,Esta Lite,Monitores,1,147.21,147.21
18432,5215,2023-05-11T14:14:10,212,Todo Essential,Auriculares,3,540.93,1622.79
18433,5215,2023-05-11T14:14:10,212,Victoria Lite,Componentes,1,1513.59,1513.59
3215,911,2023-05-11T22:13:14,60,Torno Plus,Accesorios,1,1091.42,1091.42
3216,911,2023-05-11T22:13:14,60,Cara Lite,Monitores,2,67.1,134.2
3217,911,2023-05-11T22:13:14,60,Resultado Z,Monitores,2,818.78,1637.56
3218,911,2023-05-11T22:13:14,60,Niveles Max,Cámaras,3,758.62,2275.86
3219,911,2023-05-11T22:13:14,60,Finalmente Z,Accesorios,1,984.37,984.37
3220,911,2023-05-11T22:13:14,60,Estas X,Teclados,3,1604.81,4814.43
470,139,2023-05-12T02:37:15,28,Tenían Air,Accesorios,2,341.06,682.12
471,139,2023-05-12T02:37:15,28,Juego X,Tablets,3,978.47,2935.41
472,139,2023-05-12T02:37:15,28,Relación Essential,Accesorios,1,559.72,559.72
473,139,2023-05-12T02:37:15,28,Cama Air,Almacenamiento,3,1306.49,3919.4700000000003
474,139,2023-05-12T02:37:15,28,Investigación X,Accesorios,3,1000.35,3001.05
475,139,2023-05-12T02:37:15,28,Encuentra Z,Ratones,2,48.56,97.12
11873,3367,2023-05-12T09:33:42,164,Misma Ultra,Cámaras,2,1151.06,2302.12
11874,3367,2023-05-12T09:33:42,164,Podrá Plus,Cámaras,2,834.22,1668.44
11875,3367,2023-05-12T09:33:42,164,Político X,Cámaras,3,148.46,445.38
11876,3367,2023-05-12T09:33:42,164,Visto Ultra,Smartphones,1,493.55,493.55
11877,3367,2023-05-12T09:33:42,164,Ir Elite,Almacenamiento,2,1528.58,3057.16
11119,3153,2023-05-12T10:30:05,176,Uso X,Tablets,1,110.66,110.66
4141,1175,2023-05-12T11:54:14,96,Mejor X,Impresoras,2,1262.59,2525.18
4142,1175,2023-05-12T11:54:14,96,Opinión Lite,Auriculares,3,462.91,1388.73
4143,1175,2023-05-12T11:54:14,96,Busca Ultra,Portátiles,3,1873.93,5621.79
4144,1175,2023-05-12T11:54:14,96,Sentido X,Altavoces,3,503.0,1509.0
19691,5580,2023-05-12T12:19:11,186,Prensa Air,Teclados,3,1697.54,5092.62
19692,5580,2023-05-12T12:19:11,186,Tras Lite,Redes,3,730.45,2191.3500000000004
12250,3471,2023-05-12T15:28:37,212,Finalmente Z,Accesorios,2,984.37,1968.74
12251,3471,2023-05-12T15:28:37,212,Cultural Elite,Tablets,1,1435.21,1435.21
12252,3471,2023-05-12T15:28:37,212,Sangre Air,Redes,3,722.89,2168.67
12253,3471,2023-05-12T15:28:37,212,Personas Air,Componentes,1,968.87,968.87
6559,1851,2023-05-12T16:02:29,161,Fue Pro,Monitores,2,1105.26,2210.52
3013,854,2023-05-12T16:45:39,145,Padre Lite,Impresoras,3,1377.89,4133.67
3014,854,2023-05-12T16:45:39,145,Base Air,Auriculares,2,1109.51,2219.02
3015,854,2023-05-12T16:45:39,145,Aquellas Plus,Teclados,2,1357.85,2715.7
3016,854,2023-05-12T16:45:39,145,Llegar Ultra,Accesorios,3,101.51,304.53000000000003
3017,854,2023-05-12T16:45:39,145,Naturaleza Air,Almacenamiento,3,995.97,2987.91
3018,854,2023-05-12T16:45:39,145,Medios Z,Smartphones,3,1460.85,4382.549999999999
14158,4002,2023-05-12T17:44:01,51,Sentido X,Altavoces,2,503.0,1006.0
14159,4002,2023-05-12T17:44:01,51,Sin Ultra,Software,3,1737.49,5212.47
14160,4002,2023-05-12T17:44:01,51,Distintas Air,Teclados,2,677.01,1354.02
13936,3944,2023-05-12T23:43:55,70,Acciones Elite,Altavoces,1,1522.15,1522.15
13937,3944,2023-05-12T23:43:55,70,Cuya Ultra,Monitores,2,687.26,1374.52
15057,4261,2023-05-13T02:29:48,161,Cultural Elite,Tablets,3,1435.21,4305.63
15058,4261,2023-05-13T02:29:48,161,Aparece Ultra,Altavoces,2,1954.95,3909.9
15059,4261,2023-05-13T02:29:48,161,Eran Elite,Redes,2,71.98,143.96
4048,1149,2023-05-13T06:41:52,36,Largo Z,Tablets,2,504.82,1009.64
4049,1149,2023-05-13T06:41:52,36,Personal Air,Componentes,1,1960.08,1960.08
4050,1149,2023-05-13T06:41:52,36,Toda X,Componentes,2,797.64,1595.28
4051,1149,2023-05-13T06:41:52,36,Origen Essential,Ratones,1,604.23,604.23
4052,1149,2023-05-13T06:41:52,36,Muy Air,Componentes,1,1809.26,1809.26
4053,1149,2023-05-13T06:41:52,36,Sido Essential,Accesorios,3,1271.15,3813.4500000000003
2869,818,2023-05-13T09:44:55,67,Padre Lite,Impresoras,1,1377.89,1377.89
2870,818,2023-05-13T09:44:55,67,Libre Lite,Portátiles,2,1483.92,2967.84
2871,818,2023-05-13T09:44:55,67,Argentina Z,Smartphones,1,1990.34,1990.34
2872,818,2023-05-13T09:44:55,67,Pueblo Essential,Tablets,3,131.3,393.90000000000003
5447,1542,2023-05-13T20:57:52,127,Mejor X,Impresoras,2,1262.59,2525.18
5448,1542,2023-05-13T20:57:52,127,Modelo Essential,Impresoras,2,459.11,918.22
5449,1542,2023-05-13T20:57:52,127,Material Pro,Altavoces,3,310.4,931.1999999999999
19495,5520,2023-05-13T23:19:19,49,Nada Pro,Componentes,3,1148.12,3444.3599999999997
9456,2676,2023-05-14T03:23:27,193,Salir Essential,Cámaras,2,164.94,329.88
9457,2676,2023-05-14T03:23:27,193,Peso Plus,Cámaras,2,185.37,370.74
9458,2676,2023-05-14T03:23:27,193,Produce Lite,Redes,1,1047.68,1047.68
747,218,2023-05-14T04:34:10,211,Posible Elite,Accesorios,3,827.43,2482.29
748,218,2023-05-14T04:34:10,211,Medio Ultra,Portátiles,3,1446.95,4340.85
749,218,2023-05-14T04:34:10,211,Lenguaje Pro,Almacenamiento,2,1254.55,2509.1
750,218,2023-05-14T04:34:10,211,Misma Ultra,Cámaras,1,1151.06,1151.06
751,218,2023-05-14T04:34:10,211,Tales X,Portátiles,1,1696.5,1696.5
752,218,2023-05-14T04:34:10,211,Casa Elite,Auriculares,3,537.74,1613.22
15717,4444,2023-05-14T07:41:47,71,Efectos Lite,Smartphones,3,431.47,1294.41
6904,1958,2023-05-14T09:41:02,10,Pedro Plus,Almacenamiento,2,1716.88,3433.76
19338,5476,2023-05-14T14:26:29,96,Zona X,Monitores,1,498.53,498.53
19339,5476,2023-05-14T14:26:29,96,Haciendo Z,Componentes,2,1119.04,2238.08
19340,5476,2023-05-14T14:26:29,96,Exterior Plus,Teclados,1,1842.32,1842.32
20542,5836,2023-05-14T14:59:40,83,Quiero Plus,Almacenamiento,1,584.33,584.33
20543,5836,2023-05-14T14:59:40,83,Investigación X,Accesorios,2,1000.35,2000.7
20544,5836,2023-05-14T14:59:40,83,Abril Max,Almacenamiento,1,37.2,37.2
20545,5836,2023-05-14T14:59:40,83,Luego Lite,Tablets,3,967.89,2903.67
2112,604,2023-05-14T17:48:00,10,Pasó Essential,Teclados,3,10.8,32.400000000000006
2113,604,2023-05-14T17:48:00,10,Cuanto Elite,Redes,3,1133.5,3400.5
2114,604,2023-05-14T17:48:00,10,Cine Max,Auriculares,1,705.81,705.81
2115,604,2023-05-14T17:48:00,10,Posible Elite,Accesorios,2,827.43,1654.86
2116,604,2023-05-14T17:48:00,10,Buen Air,Almacenamiento,1,1940.66,1940.66
2117,604,2023-05-14T17:48:00,10,Naturaleza Air,Almacenamiento,1,995.97,995.97
2501,713,2023-05-14T21:28:00,209,Hijo X,Software,3,1160.05,3480.1499999999996
2502,713,2023-05-14T21:28:00,209,Última Essential,Smartphones,3,205.84,617.52
11811,3352,2023-05-16T01:26:35,105,Libre Lite,Portátiles,2,1483.92,2967.84
11812,3352,2023-05-16T01:26:35,105,Buen Air,Almacenamiento,1,1940.66,1940.66
11813,3352,2023-05-16T01:26:35,105,Frente X,Altavoces,3,384.59,1153.77
9868,2800,2023-05-16T06:56:47,151,Tras Lite,Redes,1,730.45,730.45
9869,2800,2023-05-16T06:56:47,151,Dinero Elite,Componentes,1,337.43,337.43
9870,2800,2023-05-16T06:56:47,151,Constitución Ultra,Impresoras,3,822.94,2468.82
9871,2800,2023-05-16T06:56:47,151,Entre Essential,Auriculares,3,1197.17,3591.51
9872,2800,2023-05-16T06:56:47,151,Tipos Max,Redes,2,262.24,524.48
15416,4362,2023-05-16T09:50:48,43,Cierto Max,Tablets,3,639.18,1917.54
15417,4362,2023-05-16T09:50:48,43,Meses Pro,Portátiles,1,405.68,405.68
15418,4362,2023-05-16T09:50:48,43,Permite Elite,Altavoces,1,1929.17,1929.17
15419,4362,2023-05-16T09:50:48,43,Podemos Elite,Portátiles,1,1723.58,1723.58
13005,3687,2023-05-16T12:12:49,146,Decía Pro,Almacenamiento,3,541.43,1624.29
14481,4098,2023-05-16T12:55:26,108,Común Pro,Cámaras,2,609.81,1219.62
16410,4634,2023-05-17T02:43:01,152,Vuelta Ultra,Tablets,2,169.41,338.82
2017,582,2023-05-17T03:16:28,101,Habría X,Teclados,2,1542.38,3084.76
2018,582,2023-05-17T03:16:28,101,Cara Lite,Monitores,2,67.1,134.2
2019,582,2023-05-17T03:16:28,101,Duda Plus,Portátiles,1,1724.79,1724.79
2020,582,2023-05-17T03:16:28,101,Fue Pro,Monitores,1,1105.26,1105.26
2021,582,2023-05-17T03:16:28,101,Cada Z,Ratones,2,1278.94,2557.88
2022,582,2023-05-17T03:16:28,101,Calle Plus,Monitores,1,1896.63,1896.63
10100,2869,2023-05-17T04:57:36,72,Salir Essential,Cámaras,3,164.94,494.82
10101,2869,2023-05-17T04:57:36,72,Libre Lite,Portátiles,3,1483.92,4451.76
11100,3148,2023-05-17T10:12:05,203,Ni Plus,Teclados,2,574.72,1149.44
11101,3148,2023-05-17T10:12:05,203,Mayo Lite,Auriculares,3,323.91,971.73
11102,3148,2023-05-17T10:12:05,203,Distintos Ultra,Impresoras,1,536.64,536.64
11103,3148,2023-05-17T10:12:05,203,Capacidad Max,Altavoces,3,575.44,1726.3200000000002
17944,5078,2023-05-17T17:30:04,134,Blanco Max,Redes,1,1112.86,1112.86
17945,5078,2023-05-17T17:30:04,134,Resultado Z,Monitores,1,818.78,818.78
17946,5078,2023-05-17T17:30:04,134,Largo Z,Tablets,2,504.82,1009.64
17947,5078,2023-05-17T17:30:04,134,Una Max,Auriculares,1,671.04,671.04
17948,5078,2023-05-17T17:30:04,134,Esta Lite,Monitores,1,147.21,147.21
17949,5078,2023-05-17T17:30:04,134,Información Air,Redes,2,654.3,1308.6
19599,5552,2023-05-18T08:52:17,241,Cuanto Elite,Redes,1,1133.5,1133.5
19600,5552,2023-05-18T08:52:17,241,Ocasión Air,Tablets,1,1172.5,1172.5
19601,5552,2023-05-18T08:52:17,241,Profesional Air,Almacenamiento,2,1628.99,3257.98
19602,5552,2023-05-18T08:52:17,241,Color Essential,Accesorios,3,1067.01,3201.0299999999997
19603,5552,2023-05-18T08:52:17,241,Internacional Pro,Tablets,2,1066.93,2133.86
3994,1134,2023-05-18T12:38:00,69,Ejército Elite,Portátiles,1,213.39,213.39
9219,2611,2023-05-19T01:26:31,154,Constitución Ultra,Impresoras,2,822.94,1645.88
11478,3259,2023-05-19T05:11:49,212,Aquellos Ultra,Auriculares,1,802.94,802.94
11479,3259,2023-05-19T05:11:49,212,Causa Ultra,Componentes,1,1742.08,1742.08
11480,3259,2023-05-19T05:11:49,212,Nivel Ultra,Altavoces,1,1266.45,1266.45
11481,3259,2023-05-19T05:11:49,212,Campaña Max,Software,2,1691.85,3383.7
11482,3259,2023-05-19T05:11:49,212,Joven Lite,Impresoras,3,100.57,301.71
11483,3259,2023-05-19T05:11:49,212,Negro X,Auriculares,1,692.32,692.32
521,154,2023-05-19T05:17:12,100,Profesional Air,Almacenamiento,2,1628.99,3257.98
522,154,2023-05-19T05:17:12,100,Carlos Pro,Monitores,1,161.22,161.22
573,167,2023-05-19T08:26:40,101,Defensa Elite,Accesorios,2,1413.39,2826.78
574,167,2023-05-19T08:26:40,101,Está Pro,Accesorios,2,1147.87,2295.74
575,167,2023-05-19T08:26:40,101,Principios X,Ratones,2,1471.91,2943.82
576,167,2023-05-19T08:26:40,101,Hace Z,Portátiles,3,1062.93,3188.79
577,167,2023-05-19T08:26:40,101,Escuela Pro,Redes,1,1085.02,1085.02
10108,2871,2023-05-19T11:21:31,179,Medidas Air,Almacenamiento,1,1413.76,1413.76
10109,2871,2023-05-19T11:21:31,179,Política Pro,Smartphones,2,151.0,302.0
10110,2871,2023-05-19T11:21:31,179,Comunidad X,Componentes,1,1822.12,1822.12
10111,2871,2023-05-19T11:21:31,179,Permite Elite,Altavoces,2,1929.17,3858.34
10112,2871,2023-05-19T11:21:31,179,Habla Pro,Tablets,3,248.56,745.6800000000001
10113,2871,2023-05-19T11:21:31,179,Trata Max,Software,1,1692.28,1692.28
1434,415,2023-05-19T13:10:52,189,Amigo Lite,Almacenamiento,2,1005.93,2011.86
15470,4375,2023-05-19T14:42:26,13,Aquel Max,Portátiles,1,1539.5,1539.5
15471,4375,2023-05-19T14:42:26,13,Llegar Ultra,Accesorios,3,101.51,304.53000000000003
15472,4375,2023-05-19T14:42:26,13,Voz Plus,Smartphones,3,1871.66,5614.9800000000005
15473,4375,2023-05-19T14:42:26,13,María Air,Componentes,3,1678.28,5034.84
15474,4375,2023-05-19T14:42:26,13,Salud X,Redes,1,1198.31,1198.31
19046,5393,2023-05-19T16:22:31,22,N Elite,Portátiles,2,1734.29,3468.58
19047,5393,2023-05-19T16:22:31,22,Reforma Max,Software,2,179.87,359.74
19048,5393,2023-05-19T16:22:31,22,Aquí Max,Ratones,2,914.84,1829.68
19049,5393,2023-05-19T16:22:31,22,Va Pro,Cámaras,3,109.02,327.06
19050,5393,2023-05-19T16:22:31,22,Uno Pro,Altavoces,2,1052.89,2105.78
3942,1117,2023-05-19T17:54:13,137,Grande Pro,Accesorios,1,1740.69,1740.69
9934,2818,2023-05-19T22:15:35,173,Pensar X,Ratones,2,1810.62,3621.24
9935,2818,2023-05-19T22:15:35,173,Estaban Elite,Monitores,3,1384.3,4152.9
9936,2818,2023-05-19T22:15:35,173,Él Z,Portátiles,1,148.4,148.4
9937,2818,2023-05-19T22:15:35,173,Viejo Plus,Tablets,3,1937.72,5813.16
9938,2818,2023-05-19T22:15:35,173,Valores Air,Auriculares,3,771.25,2313.75
10759,3058,2023-05-20T04:56:44,90,Actitud Air,Teclados,2,1968.02,3936.04
10760,3058,2023-05-20T04:56:44,90,Produce Lite,Redes,2,1047.68,2095.36
10761,3058,2023-05-20T04:56:44,90,Hoy X,Altavoces,3,751.97,2255.91
10762,3058,2023-05-20T04:56:44,90,Horas Pro,Almacenamiento,1,881.84,881.84
10763,3058,2023-05-20T04:56:44,90,Durante Plus,Portátiles,2,1273.6,2547.2
10764,3058,2023-05-20T04:56:44,90,Mucho Plus,Teclados,3,1881.11,5643.33
4255,1204,2023-05-20T05:35:42,201,Misma Ultra,Cámaras,2,1151.06,2302.12
4256,1204,2023-05-20T05:35:42,201,Enfermedad Air,Software,3,199.21,597.63
4257,1204,2023-05-20T05:35:42,201,Nuestros Ultra,Tablets,2,126.67,253.34
4258,1204,2023-05-20T05:35:42,201,Fuerte Air,Auriculares,1,612.0,612.0
4259,1204,2023-05-20T05:35:42,201,Jorge Max,Smartphones,1,1527.39,1527.39
4260,1204,2023-05-20T05:35:42,201,Sabía Plus,Monitores,1,872.7,872.7
16415,4637,2023-05-20T05:56:40,208,El X,Smartphones,3,1742.32,5226.96
16416,4637,2023-05-20T05:56:40,208,Tiempo Elite,Ratones,3,1916.75,5750.25
16417,4637,2023-05-20T05:56:40,208,Profesional Air,Almacenamiento,1,1628.99,1628.99
16418,4637,2023-05-20T05:56:40,208,Unos Elite,Auriculares,2,1878.46,3756.92
16419,4637,2023-05-20T05:56:40,208,Políticos Max,Auriculares,3,428.04,1284.1200000000001
929,272,2023-05-20T06:19:08,175,Éste Essential,Impresoras,3,599.52,1798.56
930,272,2023-05-20T06:19:08,175,Comercio Essential,Monitores,1,1464.73,1464.73
931,272,2023-05-20T06:19:08,175,Miedo Elite,Altavoces,2,1665.07,3330.14
4637,1312,2023-05-20T08:49:17,60,Habría X,Teclados,1,1542.38,1542.38
4638,1312,2023-05-20T08:49:17,60,Libertad Plus,Auriculares,2,673.77,1347.54
4639,1312,2023-05-20T08:49:17,60,U X,Cámaras,2,925.58,1851.16
4640,1312,2023-05-20T08:49:17,60,Tipo Lite,Ratones,3,862.93,2588.79
4641,1312,2023-05-20T08:49:17,60,Doctor X,Ratones,1,285.35,285.35
4925,1399,2023-05-20T18:11:41,6,Amigos Elite,Teclados,2,445.48,890.96
4926,1399,2023-05-20T18:11:41,6,Algunos Air,Redes,3,566.67,1700.0099999999998
4927,1399,2023-05-20T18:11:41,6,Partido Z,Portátiles,3,532.85,1598.5500000000002
4928,1399,2023-05-20T18:11:41,6,Esas Pro,Portátiles,3,655.31,1965.9299999999998
4929,1399,2023-05-20T18:11:41,6,Unos Elite,Auriculares,2,1878.46,3756.92
4930,1399,2023-05-20T18:11:41,6,Español Plus,Impresoras,1,1584.57,1584.57
11833,3357,2023-05-21T00:41:05,240,Les Max,Componentes,1,1374.73,1374.73
11834,3357,2023-05-21T00:41:05,240,Mucho Plus,Teclados,2,1881.11,3762.22
11835,3357,2023-05-21T00:41:05,240,Principal Max,Altavoces,2,310.2,620.4
11836,3357,2023-05-21T00:41:05,240,Dinero Elite,Componentes,3,337.43,1012.29
11837,3357,2023-05-21T00:41:05,240,Resultado Z,Monitores,1,818.78,818.78
11838,3357,2023-05-21T00:41:05,240,Existencia Lite,Ratones,1,1907.32,1907.32
1565,452,2023-05-21T03:43:58,67,Bastante Air,Portátiles,3,231.54,694.62
172,52,2023-05-21T04:46:33,124,Tiempos Air,Almacenamiento,2,1154.64,2309.28
173,52,2023-05-21T04:46:33,124,Mayoría Air,Auriculares,2,331.54,663.08
174,52,2023-05-21T04:46:33,124,Sola Air,Redes,2,731.74,1463.48
10013,2841,2023-05-21T11:54:46,124,Negro X,Auriculares,1,692.32,692.32
14336,4054,2023-05-21T12:06:33,2,Lenguaje Pro,Almacenamiento,2,1254.55,2509.1
14337,4054,2023-05-21T12:06:33,2,Mundo Plus,Accesorios,3,1642.88,4928.64
14338,4054,2023-05-21T12:06:33,2,Uno Pro,Altavoces,3,1052.89,3158.67
14339,4054,2023-05-21T12:06:33,2,M Essential,Software,3,1748.47,5245.41
12749,3613,2023-05-22T06:19:06,247,Ser Pro,Ratones,2,766.95,1533.9
12750,3613,2023-05-22T06:19:06,247,Función Lite,Accesorios,2,927.68,1855.36
4216,1194,2023-05-22T09:39:40,73,Sabía Plus,Monitores,3,872.7,2618.1000000000004
4217,1194,2023-05-22T09:39:40,73,Seis Elite,Teclados,3,1851.88,5555.64
4218,1194,2023-05-22T09:39:40,73,Finalmente Z,Accesorios,1,984.37,984.37
4219,1194,2023-05-22T09:39:40,73,Dólares Plus,Portátiles,1,1006.16,1006.16
4220,1194,2023-05-22T09:39:40,73,El X,Smartphones,3,1742.32,5226.96
4221,1194,2023-05-22T09:39:40,73,Tampoco X,Portátiles,3,327.71,983.1299999999999
7427,2101,2023-05-22T12:33:14,143,Personas Air,Componentes,3,968.87,2906.61
7428,2101,2023-05-22T12:33:14,143,Madrid Essential,Software,2,1065.8,2131.6
7429,2101,2023-05-22T12:33:14,143,U X,Cámaras,2,925.58,1851.16
7430,2101,2023-05-22T12:33:14,143,U X,Cámaras,1,925.58,925.58
7962,2254,2023-05-22T23:07:59,139,Casos X,Auriculares,3,452.63,1357.8899999999999
8589,2435,2023-05-23T13:02:17,138,Otras Ultra,Accesorios,1,156.98,156.98
18138,5132,2023-05-23T14:31:43,220,Uso X,Tablets,2,110.66,221.32
18139,5132,2023-05-23T14:31:43,220,Cuba Pro,Software,3,665.99,1997.97
18140,5132,2023-05-23T14:31:43,220,Prensa Air,Teclados,3,1697.54,5092.62
14853,4202,2023-05-23T19:38:31,35,Sabe Ultra,Redes,3,983.79,2951.37
14854,4202,2023-05-23T19:38:31,35,Estado Plus,Cámaras,2,746.4,1492.8
14855,4202,2023-05-23T19:38:31,35,Resultado Z,Monitores,1,818.78,818.78
14856,4202,2023-05-23T19:38:31,35,Futuro Max,Portátiles,3,1946.49,5839.47
17253,4879,2023-05-23T20:53:03,237,Económica Lite,Teclados,2,1378.36,2756.72
17254,4879,2023-05-23T20:53:03,237,Frente X,Altavoces,2,384.59,769.18
3560,1005,2023-05-24T07:16:39,28,Eran Elite,Redes,1,71.98,71.98
3561,1005,2023-05-24T07:16:39,28,Señaló Ultra,Auriculares,3,1023.71,3071.13
3562,1005,2023-05-24T07:16:39,28,Unos Elite,Auriculares,3,1878.46,5635.38
9111,2585,2023-05-24T09:24:35,112,Sur Max,Componentes,1,1575.15,1575.15
9112,2585,2023-05-24T09:24:35,112,Entonces Z,Accesorios,2,1940.2,3880.4
9113,2585,2023-05-24T09:24:35,112,Ocasión Air,Tablets,3,1172.5,3517.5
9114,2585,2023-05-24T09:24:35,112,Dinero Elite,Componentes,2,337.43,674.86
9115,2585,2023-05-24T09:24:35,112,Tenían Air,Accesorios,1,341.06,341.06
9116,2585,2023-05-24T09:24:35,112,Busca Ultra,Portátiles,2,1873.93,3747.86
15986,4512,2023-05-24T14:27:35,201,Ciencia Plus,Auriculares,1,1944.66,1944.66
15987,4512,2023-05-24T14:27:35,201,Habían Lite,Cámaras,2,1005.51,2011.02
15988,4512,2023-05-24T14:27:35,201,Año X,Teclados,3,391.75,1175.25
15989,4512,2023-05-24T14:27:35,201,General Lite,Teclados,3,734.79,2204.37
15990,4512,2023-05-24T14:27:35,201,Zona X,Monitores,1,498.53,498.53
1401,408,2023-05-24T18:33:06,199,Eso Max,Smartphones,3,715.04,2145.12
1402,408,2023-05-24T18:33:06,199,Cosa Ultra,Smartphones,3,1800.22,5400.66
1403,408,2023-05-24T18:33:06,199,Haber Ultra,Auriculares,2,1890.64,3781.28
1404,408,2023-05-24T18:33:06,199,No Ultra,Redes,3,673.67,2021.0099999999998
1405,408,2023-05-24T18:33:06,199,Siete X,Altavoces,1,653.17,653.17
1406,408,2023-05-24T18:33:06,199,Unidad Lite,Smartphones,1,621.94,621.94
16986,4808,2023-05-25T02:58:57,204,Torno Plus,Accesorios,1,1091.42,1091.42
16987,4808,2023-05-25T02:58:57,204,Cantidad Elite,Teclados,3,477.38,1432.1399999999999
3265,924,2023-05-25T04:33:51,51,Visita Ultra,Auriculares,2,1817.23,3634.46
3266,924,2023-05-25T04:33:51,51,Sur Max,Componentes,1,1575.15,1575.15
1596,462,2023-05-25T09:19:57,108,Origen Essential,Ratones,2,604.23,1208.46
1597,462,2023-05-25T09:19:57,108,Toda X,Componentes,1,797.64,797.64
1598,462,2023-05-25T09:19:57,108,Habría X,Teclados,1,1542.38,1542.38
1599,462,2023-05-25T09:19:57,108,Reforma Max,Software,1,179.87,179.87
15097,4271,2023-05-25T19:09:19,115,Larga Elite,Componentes,1,743.48,743.48
15098,4271,2023-05-25T19:09:19,115,Pacientes Pro,Portátiles,2,716.98,1433.96
15099,4271,2023-05-25T19:09:19,115,Ciudad Essential,Cámaras,3,1741.02,5223.0599999999995
15100,4271,2023-05-25T19:09:19,115,Fuera Air,Teclados,3,1142.51,3427.5299999999997
15101,4271,2023-05-25T19:09:19,115,Ideas X,Teclados,1,98.32,98.32
15102,4271,2023-05-25T19:09:19,115,Les Max,Componentes,2,1374.73,2749.46
7137,2023,2023-05-25T20:17:43,200,C Max,Componentes,1,1708.13,1708.13
7138,2023,2023-05-25T20:17:43,200,Lo Elite,Software,3,564.34,1693.02
7139,2023,2023-05-25T20:17:43,200,Duda Plus,Portátiles,1,1724.79,1724.79
7140,2023,2023-05-25T20:17:43,200,Perdido Max,Teclados,1,154.92,154.92
7141,2023,2023-05-25T20:17:43,200,América X,Componentes,3,1775.64,5326.92
7142,2023,2023-05-25T20:17:43,200,Cuadro Ultra,Redes,3,1012.63,3037.89
16790,4749,2023-05-25T20:46:37,15,Artículo Lite,Accesorios,3,1803.4,5410.200000000001
16791,4749,2023-05-25T20:46:37,15,Fueron Max,Ratones,3,905.63,2716.89
16792,4749,2023-05-25T20:46:37,15,Pie Z,Teclados,1,1835.76,1835.76
16793,4750,2023-05-25T21:11:11,173,Santa Air,Cámaras,1,1457.47,1457.47
16794,4750,2023-05-25T21:11:11,173,Música Plus,Monitores,3,1764.44,5293.32
16795,4750,2023-05-25T21:11:11,173,Victoria Lite,Componentes,3,1513.59,4540.7699999999995
15249,4312,2023-05-25T22:08:07,197,Entonces Z,Accesorios,2,1940.2,3880.4
15250,4312,2023-05-25T22:08:07,197,Podrá Plus,Cámaras,3,834.22,2502.66
15251,4312,2023-05-25T22:08:07,197,Economía Max,Accesorios,1,1740.5,1740.5
15690,4435,2023-05-26T06:02:56,220,Aún Max,Monitores,1,1761.4,1761.4
1152,335,2023-05-26T08:50:10,132,Deja Plus,Almacenamiento,2,615.13,1230.26
1153,335,2023-05-26T08:50:10,132,Semana Essential,Componentes,3,1258.63,3775.8900000000003
1154,335,2023-05-26T08:50:10,132,Líder Plus,Cámaras,3,395.86,1187.58
1155,335,2023-05-26T08:50:10,132,Defensa Elite,Accesorios,1,1413.39,1413.39
1156,335,2023-05-26T08:50:10,132,Familia Essential,Auriculares,1,146.88,146.88
1157,335,2023-05-26T08:50:10,132,Torno Plus,Accesorios,3,1091.42,3274.26
11860,3363,2023-05-26T10:54:50,229,Prensa Air,Teclados,3,1697.54,5092.62
11861,3363,2023-05-26T10:54:50,229,Efecto Ultra,Cámaras,2,586.13,1172.26
11862,3363,2023-05-26T10:54:50,229,Objetivo Air,Smartphones,2,144.12,288.24
11863,3363,2023-05-26T10:54:50,229,Era Lite,Redes,2,1427.67,2855.34
11864,3363,2023-05-26T10:54:50,229,Último Ultra,Redes,3,1093.48,3280.44
13693,3877,2023-05-26T13:03:21,60,Posible Elite,Accesorios,3,827.43,2482.29
13694,3877,2023-05-26T13:03:21,60,Razones Plus,Auriculares,1,1113.65,1113.65
18885,5343,2023-05-26T21:13:20,163,Términos Essential,Accesorios,3,1742.96,5228.88
18886,5343,2023-05-26T21:13:20,163,Importantes Essential,Monitores,3,1066.52,3199.56
